PR_Number,Author,Score,Dead_Code_Count,Logic_Clones,Zombie_Syms,Zombie_Deps,Antipatterns,Comment_Violations,Timestamp
89872,bruvzg,25,0,1,0,,,,2026-03-03T20:27:19Z
89866,rburing,20,0,0,0,,,,2026-03-03T20:27:20Z
89853,clubby789,50,0,0,0,,,,2026-03-03T20:27:21Z
89833,stevenjt,20,0,0,0,,,,2026-03-03T20:27:22Z
89809,kleonc,0,0,0,0,,,,2026-03-03T20:27:23Z
89797,Chronos-W,20,0,0,0,,,,2026-03-03T20:27:24Z
89789,Xenthera,20,0,0,0,,,,2026-03-03T20:27:25Z
89786,Calinou,70,0,0,0,,,,2026-03-03T20:27:25Z
89772,Sauermann,70,0,0,0,,,,2026-03-03T20:27:26Z
89765,ajreckof,0,0,0,0,,,,2026-03-03T20:27:27Z
89764,bruvzg,20,0,0,0,,,,2026-03-03T20:27:28Z
89750,KrukDallan,0,0,0,0,,,,2026-03-03T20:27:29Z
89749,KoBeWi,20,0,0,0,,,,2026-03-03T20:27:30Z
89743,Broken1334,20,0,0,0,,,,2026-03-03T20:27:31Z
89731,bruvzg,20,0,0,0,,,,2026-03-03T20:27:32Z
89720,Repiteo,20,0,0,0,,,,2026-03-03T20:27:33Z
89708,jsjtxietian,20,0,0,0,,,,2026-03-03T20:27:34Z
89635,exodrifter,70,0,0,0,,,,2026-03-03T20:27:35Z
89592,caimantilla,20,0,0,0,,,,2026-03-03T20:27:36Z
89529,AThousandShips,20,0,0,0,,,,2026-03-03T20:27:37Z
89525,Calinou,70,0,0,0,,,,2026-03-03T20:27:38Z
89523,painttist,0,0,0,0,,,,2026-03-03T20:27:39Z
89499,garrettgu10,0,0,0,0,,,,2026-03-03T20:27:40Z
89464,SlugFiller,20,0,0,0,,,,2026-03-03T20:27:40Z
89448,KoBeWi,20,0,0,0,,,,2026-03-03T20:27:41Z
89424,Calinou,20,0,0,0,,,,2026-03-03T20:27:42Z
89413,jsjtxietian,70,0,0,0,,,,2026-03-03T20:27:43Z
89410,Wierdox,0,0,0,0,,,,2026-03-03T20:27:44Z
89407,LiterallyVoid,20,0,0,0,,,,2026-03-03T20:27:45Z
89392,Faolan-Rad,100,6,4,0,,,,2026-03-03T20:27:46Z
89344,lorddevereux,20,0,0,0,,,,2026-03-03T20:27:47Z
89325,Mickeon,20,0,0,0,,,,2026-03-03T20:27:48Z
89296,BMagnu,70,0,0,0,,,,2026-03-03T20:27:49Z
89293,TCROC,20,0,0,0,,,,2026-03-03T20:27:49Z
89287,adamscott,70,0,0,0,,,,2026-03-03T20:27:50Z
89278,Faolan-Rad,30,1,0,0,,,,2026-03-03T20:27:51Z
89256,Mickeon,70,0,0,0,,,,2026-03-03T20:27:52Z
89235,Calinou,70,0,0,0,,,,2026-03-03T20:27:53Z
89233,Calinou,70,0,0,0,,,,2026-03-03T20:27:54Z
89231,nfranck-toonboom,0,0,0,0,,,,2026-03-03T20:27:55Z
89198,vaartis,20,0,0,0,,,,2026-03-03T20:27:55Z
89196,BMagnu,20,0,0,0,,,,2026-03-03T20:27:56Z
89193,YeldhamDev,20,0,0,0,,,,2026-03-03T20:27:57Z
89189,kevinkrahn,70,0,0,0,,,,2026-03-03T20:27:58Z
89183,dalexeev,20,0,0,0,,,,2026-03-03T20:27:59Z
89160,KoBeWi,20,0,0,0,,,,2026-03-03T20:28:00Z
89140,qaptoR,20,0,0,0,,,,2026-03-03T20:28:01Z
89117,Repiteo,20,0,0,0,,,,2026-03-03T20:28:04Z
89098,monitz87,0,0,0,0,,,,2026-03-03T20:28:05Z
89078,Nazarwadim,20,0,0,0,,,,2026-03-03T20:28:06Z
89076,Nazarwadim,20,0,0,0,,,,2026-03-03T20:28:07Z
89070,Lunatix89,30,1,0,0,,,,2026-03-03T20:28:07Z
89063,nongvantinh,20,0,0,0,,,,2026-03-03T20:28:08Z
89053,adamscott,70,0,0,0,,,,2026-03-03T20:28:09Z
88995,Mickeon,70,0,0,0,,,,2026-03-03T20:28:11Z
88989,Calinou,70,0,0,0,,,,2026-03-03T20:28:15Z
88981,Calinou,70,0,0,0,,,,2026-03-03T20:28:16Z
88979,Calinou,70,0,0,0,,,,2026-03-03T20:28:17Z
88975,Muller-Castro,20,0,0,0,,,,2026-03-03T20:28:18Z
88974,Muller-Castro,20,0,0,0,,,,2026-03-03T20:28:19Z
88972,Muller-Castro,20,0,0,0,,,,2026-03-03T20:28:20Z
88971,Muller-Castro,20,0,0,0,,,,2026-03-03T20:28:21Z
88934,thimenesup,70,0,0,0,,,,2026-03-03T20:28:22Z
88915,Muller-Castro,20,0,0,0,,,,2026-03-03T20:28:23Z
88910,dalexeev,0,0,0,0,,,,2026-03-03T20:28:24Z
88905,AThousandShips,20,0,0,0,,,,2026-03-03T20:28:25Z
88900,Mickeon,20,0,0,0,,,,2026-03-03T20:28:26Z
88874,Calinou,20,0,0,0,,,,2026-03-03T20:28:27Z
88868,0x0ACB,0,0,0,0,,,,2026-03-03T20:28:28Z
88855,jsjtxietian,20,0,0,0,,,,2026-03-03T20:28:29Z
88846,MajorMcDoom,20,0,0,0,,,,2026-03-03T20:28:29Z
88831,nlupugla,235,15,13,0,,,,2026-03-03T20:28:30Z
88812,Ratamacue9112,0,0,0,0,,,,2026-03-03T20:28:31Z
88750,ajreckof,20,0,0,0,,,,2026-03-03T20:28:32Z
88734,Calinou,70,0,0,0,,,,2026-03-03T20:28:33Z
88709,Cass-dev-web,70,0,0,0,,,,2026-03-03T20:28:34Z
88695,dalexeev,70,0,0,0,,,,2026-03-03T20:28:35Z
88687,paulloz,20,0,0,0,,,,2026-03-03T20:28:36Z
88682,InfiniteCactusDev,20,0,0,0,,,,2026-03-03T20:28:37Z
88669,Calinou,20,0,0,0,,,,2026-03-03T20:28:38Z
88655,bruvzg,20,0,0,0,,,,2026-03-03T20:28:39Z
88650,Calinou,70,0,0,0,,,,2026-03-03T20:28:40Z
88647,Calinou,20,0,0,0,,,,2026-03-03T20:28:41Z
88600,dhoverml,20,0,0,0,,,,2026-03-03T20:28:42Z
88599,dalexeev,0,0,0,0,,,,2026-03-03T20:28:43Z
88558,arlo-phoenix,70,0,0,0,,,,2026-03-03T20:28:43Z
88516,deralmas,0,0,0,0,,,,2026-03-03T20:28:44Z
88437,mortifiedtux,70,0,0,0,,,,2026-03-03T20:28:45Z
88422,dimkKy,20,0,0,0,,,,2026-03-03T20:28:46Z
88420,dimkKy,75,4,3,0,,,,2026-03-03T20:28:47Z
88404,dhoverml,40,1,2,0,,,,2026-03-03T20:28:48Z
88392,bruvzg,20,0,0,0,,,,2026-03-03T20:28:49Z
88369,Faless,30,1,0,0,,,,2026-03-03T20:28:50Z
88340,Repiteo,120,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:28:51Z
88320,groud,30,0,2,0,,,,2026-03-03T20:28:52Z
88319,bruvzg,70,0,0,0,,,,2026-03-03T20:28:53Z
88307,ryevdokimov,20,0,0,0,,,,2026-03-03T20:28:54Z
88284,Rindbee,0,0,0,0,,,,2026-03-03T20:28:54Z
88243,0x0ACB,20,0,0,0,,,,2026-03-03T20:28:55Z
88241,bruvzg,30,0,2,0,,,,2026-03-03T20:28:57Z
88218,clowd81,20,0,0,0,,,,2026-03-03T20:28:58Z
88204,aaronfranke,20,0,0,0,,,,2026-03-03T20:28:59Z
88184,bruvzg,20,0,0,0,,,,2026-03-03T20:29:00Z
88179,CrayolaEater,70,0,0,0,,,,2026-03-03T20:29:00Z
88158,adamscott,70,0,0,0,,,,2026-03-03T20:29:01Z
88138,adamscott,20,0,0,0,,,,2026-03-03T20:29:02Z
88107,Arnklit,20,0,0,0,,,,2026-03-03T20:29:04Z
88078,nikitalita,20,0,0,0,,,,2026-03-03T20:29:05Z
88049,bruvzg,70,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:29:06Z
87969,ryevdokimov,20,0,0,0,,,,2026-03-03T20:29:07Z
87917,KoBeWi,20,0,0,0,,,,2026-03-03T20:29:08Z
87860,MJacred,20,0,0,0,,,,2026-03-03T20:29:09Z
87826,Kimau,70,0,0,0,,,,2026-03-03T20:29:10Z
87789,L2750558108,20,0,0,0,,,,2026-03-03T20:29:11Z
87733,0x0ACB,20,0,0,0,,,,2026-03-03T20:29:12Z
87727,jsjtxietian,70,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:29:12Z
87723,Malcolmnixon,20,0,0,0,,,,2026-03-03T20:29:13Z
87698,didito,20,0,0,0,,,,2026-03-03T20:29:14Z
87696,bruvzg,70,0,0,0,,,,2026-03-03T20:29:15Z
87659,SylvanSign,20,0,0,0,,,,2026-03-03T20:29:16Z
87654,ryevdokimov,20,0,0,0,,,,2026-03-03T20:29:17Z
87633,reduz,70,0,0,0,,,,2026-03-03T20:29:19Z
87621,ryevdokimov,20,0,0,0,,,,2026-03-03T20:29:20Z
87615,AThousandShips,20,0,0,0,,,,2026-03-03T20:29:21Z
87594,dalexeev,70,0,0,0,,,,2026-03-03T20:29:22Z
87586,adamscott,20,0,0,0,,,,2026-03-03T20:29:23Z
87576,zorbathut,20,0,0,0,,,,2026-03-03T20:29:24Z
87522,CheesecakeCG,70,0,0,0,,,,2026-03-03T20:29:25Z
87508,kaluluosi,20,0,0,0,,,,2026-03-03T20:29:26Z
87422,Bobert-Brockson,70,0,0,0,,,,2026-03-03T20:29:26Z
87380,RandomShaper,20,0,0,0,,,,2026-03-03T20:29:27Z
87362,stokatyan,20,0,0,0,,,,2026-03-03T20:29:28Z
87350,Calinou,70,0,0,0,,,,2026-03-03T20:29:29Z
87327,bruvzg,70,0,0,0,,,,2026-03-03T20:29:29Z
87316,ryevdokimov,20,0,0,0,,,,2026-03-03T20:29:30Z
87296,vnen,0,0,0,0,,,,2026-03-03T20:29:31Z
87295,adamscott,20,0,0,0,,,,2026-03-03T20:29:32Z
87285,Remi123,20,0,0,0,,,,2026-03-03T20:29:33Z
87243,bruvzg,70,0,0,0,,,,2026-03-03T20:29:35Z
87215,onurtnrkl,0,0,0,0,,,,2026-03-03T20:29:36Z
87205,bitsawer,20,0,0,0,,,,2026-03-03T20:29:37Z
87179,bruvzg,70,0,0,0,,,,2026-03-03T20:29:38Z
87173,paddy-exe,70,0,0,0,,,,2026-03-03T20:29:39Z
87165,31,20,0,0,0,,,,2026-03-03T20:29:39Z
87130,Repiteo,70,0,0,0,,,,2026-03-03T20:29:40Z
87106,nikitalita,30,1,0,0,,,,2026-03-03T20:29:42Z
87090,Repiteo,70,0,0,0,,,,2026-03-03T20:29:42Z
87089,alessandrofama,20,0,0,0,,,,2026-03-03T20:29:43Z
87087,gelvinp,70,0,0,0,,,,2026-03-03T20:29:44Z
87081,timoschwarzer,70,0,0,0,,,,2026-03-03T20:29:45Z
87075,AThousandShips,20,0,0,0,,,,2026-03-03T20:29:46Z
87033,bruvzg,70,0,0,0,,,,2026-03-03T20:29:47Z
87028,bruvzg,70,0,0,0,,,,2026-03-03T20:29:48Z
87026,odriansu,20,0,0,0,,,,2026-03-03T20:29:48Z
86992,kilojool,70,0,0,0,,,,2026-03-03T20:29:49Z
86991,akx,20,0,0,0,,,,2026-03-03T20:29:50Z
86974,Repiteo,20,0,0,0,,,,2026-03-03T20:29:51Z
86946,poohcom1,375,0,1,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership;Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:29:52Z
86943,100gold,20,0,0,0,,,,2026-03-03T20:29:53Z
86937,alessandrofama,0,0,0,0,,,,2026-03-03T20:29:54Z
86929,Mickeon,20,0,0,0,,,,2026-03-03T20:29:55Z
86902,paddy-exe,70,0,0,0,,,,2026-03-03T20:29:56Z
86854,Ansraer,20,0,0,0,,,,2026-03-03T20:29:57Z
86831,kaluluosi,20,0,0,0,,,,2026-03-03T20:29:58Z
86822,kaluluosi,20,0,0,0,,,,2026-03-03T20:29:59Z
86818,tdaven,20,0,0,0,,,,2026-03-03T20:30:00Z
86808,LeaoLuciano,0,0,0,0,,,,2026-03-03T20:30:01Z
86807,Mickeon,20,0,0,0,,,,2026-03-03T20:30:01Z
86795,Calinou,20,0,0,0,,,,2026-03-03T20:30:02Z
86779,reduz,70,0,0,0,,Raw `new`: prefer std::make_unique<T>() or std::make_shared<T>() for exception-safe RAII ownership,,2026-03-03T20:30:03Z
86771,jsjtxietian,20,0,0,0,,,,2026-03-03T20:30:04Z
86766,Calinou,20,0,0,0,,,,2026-03-03T20:30:05Z
86749,Rindbee,0,0,0,0,,,,2026-03-03T20:30:06Z
86747,Mickeon,20,0,0,0,,,,2026-03-03T20:30:07Z
86741,KoBeWi,20,0,0,0,,,,2026-03-03T20:30:08Z
86737,jsjtxietian,20,0,0,0,,,,2026-03-03T20:30:09Z
86716,Mickeon,70,0,0,0,,,,2026-03-03T20:30:10Z
86713,Mickeon,20,0,0,0,,,,2026-03-03T20:30:11Z
86657,zolrath,70,0,0,0,,,,2026-03-03T20:30:12Z
86617,KoBeWi,20,0,0,0,,,,2026-03-03T20:30:13Z
86616,bgie,70,0,0,0,,,,2026-03-03T20:30:14Z
86603,AlexOtsuka,20,0,0,0,,,,2026-03-03T20:30:15Z
86573,AThousandShips,20,0,0,0,,,,2026-03-03T20:30:16Z
86543,KoBeWi,20,0,0,0,,,,2026-03-03T20:30:16Z
86541,KoBeWi,20,0,0,0,,,,2026-03-03T20:30:17Z
86535,mashumafi,20,0,0,0,,,,2026-03-03T20:30:18Z
86517,reduz,20,0,0,0,,,,2026-03-03T20:30:20Z
86500,jsjtxietian,20,0,0,0,,,,2026-03-03T20:30:21Z
86465,sievaxx,0,0,0,0,,,,2026-03-03T20:30:22Z
86444,TurqW,20,0,0,0,,,,2026-03-03T20:30:23Z
86399,kyle-wannacott,20,0,0,0,,,,2026-03-03T20:30:24Z
86395,Calinou,70,0,0,0,,,,2026-03-03T20:30:25Z
86385,DSteve595,20,0,0,0,,,,2026-03-03T20:30:26Z
86361,rsubtil,20,0,0,0,,,,2026-03-03T20:30:27Z
86360,LunaticInAHat,0,0,0,0,,,,2026-03-03T20:30:28Z
86353,jsjtxietian,20,0,0,0,,,,2026-03-03T20:30:29Z
86343,cdoise-vbg,70,0,0,0,,,,2026-03-03T20:30:30Z
86340,Daylily-Zeleen,30,0,2,0,,,,2026-03-03T20:30:31Z
86335,Illauriel,20,0,0,0,,,,2026-03-03T20:30:32Z
86285,pcbeard,20,0,0,0,,,,2026-03-03T20:30:33Z
86277,rileylyman,0,0,0,0,,,,2026-03-03T20:30:34Z
86274,pcbeard,20,0,0,0,,,,2026-03-03T20:30:35Z
86267,reduz,555,33,41,0,,,,2026-03-03T20:30:38Z
86261,bitbutter,70,0,0,0,,,,2026-03-03T20:30:39Z
86214,Repiteo,20,0,0,0,,,,2026-03-03T20:30:39Z
86197,jsjtxietian,0,0,0,0,,,,2026-03-03T20:30:40Z
86179,Repiteo,20,0,0,0,,,,2026-03-03T20:30:41Z
86135,guerro323,70,0,0,0,,,,2026-03-03T20:30:42Z
86104,marc-weber1,70,0,0,0,,,,2026-03-03T20:30:43Z
86094,alesliehughes,20,0,0,0,,,,2026-03-03T20:30:44Z
86074,QbieShay,20,0,0,0,,,,2026-03-03T20:30:45Z
86047,Calinou,20,0,0,0,,,,2026-03-03T20:30:46Z
86022,bruvzg,150,2,22,0,,,,2026-03-03T20:30:48Z
86021,Setadokalo,70,0,0,0,,,,2026-03-03T20:30:48Z
86017,drewler,20,0,0,0,,,,2026-03-03T20:30:49Z
85977,KoBeWi,0,0,0,0,,,,2026-03-03T20:30:50Z
85973,MarioLiebisch,70,0,0,0,,,,2026-03-03T20:30:51Z
85969,miv391,20,0,0,0,,,,2026-03-03T20:30:52Z
85964,HolonProduction,20,0,0,0,,,,2026-03-03T20:30:53Z
85954,PierceLBrooks,20,0,0,0,,,,2026-03-03T20:30:54Z
85942,Repiteo,55,0,7,0,,,,2026-03-03T20:30:55Z
85914,20kdc,70,0,0,0,,,,2026-03-03T20:30:55Z
85911,bruvzg,20,0,0,0,,,,2026-03-03T20:30:57Z
85904,ogapo,20,0,0,0,,,,2026-03-03T20:30:57Z
85899,Calinou,20,0,0,0,,,,2026-03-03T20:30:58Z
85890,BSChad,70,0,0,0,,,,2026-03-03T20:30:59Z
85872,Sauermann,0,0,0,0,,,,2026-03-03T20:31:00Z
85846,nongvantinh,20,0,0,0,,,,2026-03-03T20:31:01Z
85797,ztc0611,20,0,0,0,,,,2026-03-03T20:31:02Z
85767,ztc0611,70,0,0,0,,,,2026-03-03T20:31:03Z
85764,darthLeviN,20,0,0,0,,,,2026-03-03T20:31:04Z
85761,Repiteo,60,4,0,0,,,,2026-03-03T20:31:05Z
85720,TheSofox,0,0,0,0,,,,2026-03-03T20:31:08Z
85691,ducklin5,20,0,0,0,,,,2026-03-03T20:31:09Z
85683,Repiteo,1330,90,82,0,,,,2026-03-03T20:31:10Z
85662,bitbrain,20,0,0,0,,,,2026-03-03T20:31:10Z
85624,TheSofox,0,0,0,0,,,,2026-03-03T20:31:11Z
85606,Rindbee,0,0,0,0,,,,2026-03-03T20:31:12Z
85583,Maran23,20,0,0,0,,,,2026-03-03T20:31:13Z
85562,KoBeWi,20,0,0,0,,,,2026-03-03T20:31:14Z
85544,samsface,20,0,0,0,,,,2026-03-03T20:31:15Z
85529,lyuma,70,0,0,0,,,,2026-03-03T20:31:16Z
85526,ershn,25,0,1,0,,,,2026-03-03T20:31:17Z
85508,BimDav,20,0,0,0,,,,2026-03-03T20:31:18Z
85481,vnen,0,0,0,0,,,,2026-03-03T20:31:19Z
85420,bruvzg,70,0,0,0,,,,2026-03-03T20:31:19Z
85407,Flavelius,40,2,0,0,,,,2026-03-03T20:31:20Z
85391,HolonProduction,0,0,0,0,,,,2026-03-03T20:31:21Z
85337,scgm0,20,0,0,0,,,,2026-03-03T20:31:22Z
85244,LunaticInAHat,70,0,0,0,,,,2026-03-03T20:31:23Z
85183,oconnorkg,20,0,0,0,,,,2026-03-03T20:31:24Z
85162,jsjtxietian,0,0,0,0,,,,2026-03-03T20:31:25Z
85128,bruvzg,20,0,0,0,,,,2026-03-03T20:31:26Z
85084,EelisOtsamo,0,0,0,0,,,,2026-03-03T20:31:26Z
85067,turbohz,20,0,0,0,,,,2026-03-03T20:31:27Z
85038,sandygk,40,2,0,0,,,,2026-03-03T20:31:28Z
85034,TheSofox,0,0,0,0,,,,2026-03-03T20:31:29Z
85020,ShlomiRex,20,0,0,0,,,,2026-03-03T20:31:30Z
84963,Al-p-i,20,0,0,0,,,,2026-03-03T20:31:31Z
84960,jsjtxietian,20,0,0,0,,,,2026-03-03T20:31:32Z
84949,zhelding,0,0,0,0,,,,2026-03-03T20:31:33Z
84916,Wiltof,20,0,0,0,,,,2026-03-03T20:31:33Z
84902,ZycaR,20,0,0,0,,,,2026-03-03T20:31:34Z
84879,bruvzg,70,0,0,0,,,,2026-03-03T20:31:35Z
84863,Calinou,20,0,0,0,,,,2026-03-03T20:31:36Z
84849,Calinou,20,0,0,0,,,,2026-03-03T20:31:37Z
84848,jsjtxietian,20,0,0,0,,,,2026-03-03T20:31:38Z
84842,GermanAizek,20,0,0,0,,,,2026-03-03T20:31:39Z
84836,jsjtxietian,50,0,0,0,,,,2026-03-03T20:31:39Z
84807,KoBeWi,20,0,0,0,,,,2026-03-03T20:31:40Z
84772,Barinzaya,20,0,0,0,,,,2026-03-03T20:31:41Z
84724,lawnjelly,20,0,0,0,,,,2026-03-03T20:31:42Z
84722,megalobyte,20,0,0,0,,,,2026-03-03T20:31:43Z
84715,skysphr,70,0,0,0,,,,2026-03-03T20:31:44Z
84697,lawnjelly,20,0,0,0,,,,2026-03-03T20:31:45Z
84690,rsburke4,20,0,0,0,,,,2026-03-03T20:31:46Z
84688,BastiaanOlij,20,0,0,0,,,,2026-03-03T20:31:47Z
84684,clayjohn,20,0,0,0,,,,2026-03-03T20:31:48Z
84680,Repiteo,20,0,0,0,,,,2026-03-03T20:31:49Z
84665,monitz87,70,0,0,0,,,,2026-03-03T20:31:50Z
84608,bruvzg,70,0,0,0,,,,2026-03-03T20:31:51Z
84587,aXu-AP,70,0,0,0,,,,2026-03-03T20:31:51Z
84577,clayjohn,20,0,0,0,,,,2026-03-03T20:31:52Z
84561,awardell,70,0,0,0,,,,2026-03-03T20:31:53Z
84560,Patchcoat,50,0,0,0,,,,2026-03-03T20:31:54Z
84454,dxur,20,0,0,0,,,,2026-03-03T20:31:55Z
84447,Calinou,70,0,0,0,,,,2026-03-03T20:31:56Z
84437,Proggle,70,0,0,0,,,,2026-03-03T20:31:56Z
84421,AyOhEe,20,0,0,0,,,,2026-03-03T20:31:57Z
84382,ananas030,20,0,0,0,,,,2026-03-03T20:31:58Z
84334,suddjian,20,0,0,0,,,,2026-03-03T20:31:59Z
84308,rsubtil,0,0,0,0,,,,2026-03-03T20:32:00Z
84299,tokomine,0,0,0,0,,,,2026-03-03T20:32:01Z
84273,SaracenOne,20,0,0,0,,,,2026-03-03T20:32:02Z
84272,Quimisagi,0,0,0,0,,,,2026-03-03T20:32:02Z
84229,rakkarage,20,0,0,0,,,,2026-03-03T20:32:03Z
84204,Chtau,0,0,0,0,,,,2026-03-03T20:32:04Z
84199,Occalepsus,0,0,0,0,,,,2026-03-03T20:32:05Z
84168,SaracenOne,20,0,0,0,,,,2026-03-03T20:32:06Z
84158,bruvzg,20,0,0,0,,,,2026-03-03T20:32:07Z
84126,nonameentername,70,0,0,0,,,,2026-03-03T20:32:08Z
84124,Patchcoat,0,0,0,0,,,,2026-03-03T20:32:09Z
84114,caimantilla,20,0,0,0,,,,2026-03-03T20:32:10Z
84092,rakkarage,20,0,0,0,,,,2026-03-03T20:32:11Z
84074,TilakChad,20,0,0,0,,,,2026-03-03T20:32:12Z
84057,SaracenOne,20,0,0,0,,,,2026-03-03T20:32:13Z
84023,SaracenOne,20,0,0,0,,,,2026-03-03T20:32:14Z
84018,yahkr,70,0,0,0,,,,2026-03-03T20:32:15Z
84013,raulsntos,20,0,0,0,,,,2026-03-03T20:32:16Z
83992,SlugFiller,30,1,0,0,,,,2026-03-03T20:32:17Z
83960,SaracenOne,25,0,1,0,,,,2026-03-03T20:32:18Z
83933,jsjtxietian,0,0,0,0,,,,2026-03-03T20:32:19Z
83903,ElfWitch,70,0,0,0,,,,2026-03-03T20:32:20Z
83834,zedrun00,20,0,0,0,,,,2026-03-03T20:32:21Z
83818,jasonliu--,20,0,0,0,,,,2026-03-03T20:32:22Z
83791,Roemer,170,0,0,0,,"Hallucinated Security Fix: PR body claims 'RCE' but only non-code files changed (, json). A real security fix requires modifying source code.",,2026-03-03T20:32:23Z
83761,Xenoparrot,20,0,0,0,,,,2026-03-03T20:32:23Z
83718,dalexeev,20,0,0,0,,,,2026-03-03T20:32:25Z
83714,bruvzg,20,0,0,0,,,,2026-03-03T20:32:26Z
83706,KoBeWi,70,0,0,0,,,,2026-03-03T20:32:27Z
83697,ryanabx,20,0,0,0,,,,2026-03-03T20:32:28Z
83692,rakkarage,20,0,0,0,,,,2026-03-03T20:32:29Z
83690,k0T0z,70,0,0,0,,,,2026-03-03T20:32:30Z
83645,ryanabx,20,0,0,0,,,,2026-03-03T20:32:31Z
83629,Marthog,20,0,0,0,,,,2026-03-03T20:32:32Z
83615,tom-jk,20,0,0,0,,,,2026-03-03T20:32:33Z
83612,aXu-AP,20,0,0,0,,,,2026-03-03T20:32:34Z
83608,L4Vo5,70,0,0,0,,,,2026-03-03T20:32:34Z
83559,vnen,50,0,0,0,,,,2026-03-03T20:32:35Z
83553,jsjtxietian,70,0,0,0,,,,2026-03-03T20:32:36Z
83543,tokomine,0,0,0,0,,,,2026-03-03T20:32:37Z
83527,Calinou,20,0,0,0,,,,2026-03-03T20:32:38Z
83518,astillich,0,0,0,0,,,,2026-03-03T20:32:39Z
